Question,Category,SubCategory
stepson stepdaughter sons daughters,semeantic,: family
stepson stepdaughter stepbrother stepsister,semeantic,: family
stepson stepdaughter stepfather stepmother,semeantic,: family
uncle aunt boy girl,semeantic,: family
uncle aunt brother sister,semeantic,: family
uncle aunt brothers sisters,semeantic,: family
uncle aunt dad mom,semeantic,: family
uncle aunt father mother,semeantic,: family
uncle aunt grandfather grandmother,semeantic,: family
uncle aunt grandpa grandma,semeantic,: family
uncle aunt grandson granddaughter,semeantic,: family
uncle aunt groom bride,semeantic,: family
uncle aunt he she,semeantic,: family
uncle aunt his her,semeantic,: family
uncle aunt husband wife,semeantic,: family
uncle aunt king queen,semeantic,: family
uncle aunt man woman,semeantic,: family
uncle aunt nephew niece,semeantic,: family
uncle aunt policeman policewoman,semeantic,: family
uncle aunt prince princess,semeantic,: family
uncle aunt son daughter,semeantic,: family
uncle aunt sons daughters,semeantic,: family
uncle aunt stepbrother stepsister,semeantic,: family
uncle aunt stepfather stepmother,semeantic,: family
uncle aunt stepson stepdaughter,semeantic,: family
amazing amazingly apparent apparently,syntatic,: gram1-adjective-to-adverb
amazing amazingly calm calmly,syntatic,: gram1-adjective-to-adverb
amazing amazingly cheerful cheerfully,syntatic,: gram1-adjective-to-adverb
amazing amazingly complete completely,syntatic,: gram1-adjective-to-adverb
amazing amazingly efficient efficiently,syntatic,: gram1-adjective-to-adverb
amazing amazingly fortunate fortunately,syntatic,: gram1-adjective-to-adverb
amazing amazingly free freely,syntatic,: gram1-adjective-to-adverb
amazing amazingly furious furiously,syntatic,: gram1-adjective-to-adverb
amazing amazingly happy happily,syntatic,: gram1-adjective-to-adverb
amazing amazingly immediate immediately,syntatic,: gram1-adjective-to-adverb
amazing amazingly infrequent infrequently,syntatic,: gram1-adjective-to-adverb
amazing amazingly lucky luckily,syntatic,: gram1-adjective-to-adverb
amazing amazingly most mostly,syntatic,: gram1-adjective-to-adverb
amazing amazingly obvious obviously,syntatic,: gram1-adjective-to-adverb
amazing amazingly occasional occasionally,syntatic,: gram1-adjective-to-adverb
amazing amazingly possible possibly,syntatic,: gram1-adjective-to-adverb
amazing amazingly precise precisely,syntatic,: gram1-adjective-to-adverb
amazing amazingly professional professionally,syntatic,: gram1-adjective-to-adverb
amazing amazingly quick quickly,syntatic,: gram1-adjective-to-adverb
amazing amazingly quiet quietly,syntatic,: gram1-adjective-to-adverb
amazing amazingly rapid rapidly,syntatic,: gram1-adjective-to-adverb
amazing amazingly rare rarely,syntatic,: gram1-adjective-to-adverb
amazing amazingly reluctant reluctantly,syntatic,: gram1-adjective-to-adverb
amazing amazingly safe safely,syntatic,: gram1-adjective-to-adverb
amazing amazingly serious seriously,syntatic,: gram1-adjective-to-adverb
amazing amazingly slow slowly,syntatic,: gram1-adjective-to-adverb
amazing amazingly sudden suddenly,syntatic,: gram1-adjective-to-adverb
amazing amazingly swift swiftly,syntatic,: gram1-adjective-to-adverb
amazing amazingly typical typically,syntatic,: gram1-adjective-to-adverb
amazing amazingly unfortunate unfortunately,syntatic,: gram1-adjective-to-adverb
amazing amazingly usual usually,syntatic,: gram1-adjective-to-adverb
apparent apparently calm calmly,syntatic,: gram1-adjective-to-adverb
apparent apparently cheerful cheerfully,syntatic,: gram1-adjective-to-adverb
apparent apparently complete completely,syntatic,: gram1-adjective-to-adverb
apparent apparently efficient efficiently,syntatic,: gram1-adjective-to-adverb
apparent apparently fortunate fortunately,syntatic,: gram1-adjective-to-adverb
apparent apparently free freely,syntatic,: gram1-adjective-to-adverb
apparent apparently furious furiously,syntatic,: gram1-adjective-to-adverb
apparent apparently happy happily,syntatic,: gram1-adjective-to-adverb
apparent apparently immediate immediately,syntatic,: gram1-adjective-to-adverb
apparent apparently infrequent infrequently,syntatic,: gram1-adjective-to-adverb
apparent apparently lucky luckily,syntatic,: gram1-adjective-to-adverb
apparent apparently most mostly,syntatic,: gram1-adjective-to-adverb
apparent apparently obvious obviously,syntatic,: gram1-adjective-to-adverb
apparent apparently occasional occasionally,syntatic,: gram1-adjective-to-adverb
apparent apparently possible possibly,syntatic,: gram1-adjective-to-adverb
apparent apparently precise precisely,syntatic,: gram1-adjective-to-adverb
apparent apparently professional professionally,syntatic,: gram1-adjective-to-adverb
apparent apparently quick quickly,syntatic,: gram1-adjective-to-adverb
apparent apparently quiet quietly,syntatic,: gram1-adjective-to-adverb
apparent apparently rapid rapidly,syntatic,: gram1-adjective-to-adverb
apparent apparently rare rarely,syntatic,: gram1-adjective-to-adverb
apparent apparently reluctant reluctantly,syntatic,: gram1-adjective-to-adverb
apparent apparently safe safely,syntatic,: gram1-adjective-to-adverb
apparent apparently serious seriously,syntatic,: gram1-adjective-to-adverb
apparent apparently slow slowly,syntatic,: gram1-adjective-to-adverb
apparent apparently sudden suddenly,syntatic,: gram1-adjective-to-adverb
apparent apparently swift swiftly,syntatic,: gram1-adjective-to-adverb
apparent apparently typical typically,syntatic,: gram1-adjective-to-adverb
apparent apparently unfortunate unfortunately,syntatic,: gram1-adjective-to-adverb
apparent apparently usual usually,syntatic,: gram1-adjective-to-adverb
apparent apparently amazing amazingly,syntatic,: gram1-adjective-to-adverb
calm calmly cheerful cheerfully,syntatic,: gram1-adjective-to-adverb
calm calmly complete completely,syntatic,: gram1-adjective-to-adverb
calm calmly efficient efficiently,syntatic,: gram1-adjective-to-adverb
calm calmly fortunate fortunately,syntatic,: gram1-adjective-to-adverb
calm calmly free freely,syntatic,: gram1-adjective-to-adverb
calm calmly furious furiously,syntatic,: gram1-adjective-to-adverb
calm calmly happy happily,syntatic,: gram1-adjective-to-adverb
calm calmly immediate immediately,syntatic,: gram1-adjective-to-adverb
calm calmly infrequent infrequently,syntatic,: gram1-adjective-to-adverb
calm calmly lucky luckily,syntatic,: gram1-adjective-to-adverb
calm calmly most mostly,syntatic,: gram1-adjective-to-adverb
calm calmly obvious obviously,syntatic,: gram1-adjective-to-adverb
calm calmly occasional occasionally,syntatic,: gram1-adjective-to-adverb
calm calmly possible possibly,syntatic,: gram1-adjective-to-adverb
calm calmly precise precisely,syntatic,: gram1-adjective-to-adverb
calm calmly professional professionally,syntatic,: gram1-adjective-to-adverb
calm calmly quick quickly,syntatic,: gram1-adjective-to-adverb
calm calmly quiet quietly,syntatic,: gram1-adjective-to-adverb
calm calmly rapid rapidly,syntatic,: gram1-adjective-to-adverb
calm calmly rare rarely,syntatic,: gram1-adjective-to-adverb
calm calmly reluctant reluctantly,syntatic,: gram1-adjective-to-adverb
calm calmly safe safely,syntatic,: gram1-adjective-to-adverb
calm calmly serious seriously,syntatic,: gram1-adjective-to-adverb
calm calmly slow slowly,syntatic,: gram1-adjective-to-adverb
calm calmly sudden suddenly,syntatic,: gram1-adjective-to-adverb
calm calmly swift swiftly,syntatic,: gram1-adjective-to-adverb
calm calmly typical typically,syntatic,: gram1-adjective-to-adverb
calm calmly unfortunate unfortunately,syntatic,: gram1-adjective-to-adverb
calm calmly usual usually,syntatic,: gram1-adjective-to-adverb
calm calmly amazing amazingly,syntatic,: gram1-adjective-to-adverb
calm calmly apparent apparently,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully complete completely,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully efficient efficiently,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully fortunate fortunately,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully free freely,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully furious furiously,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully happy happily,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully immediate immediately,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully infrequent infrequently,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully lucky luckily,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully most mostly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully obvious obviously,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully occasional occasionally,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully possible possibly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully precise precisely,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully professional professionally,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully quick quickly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully quiet quietly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully rapid rapidly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully rare rarely,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully reluctant reluctantly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully safe safely,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully serious seriously,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully slow slowly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully sudden suddenly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully swift swiftly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully typical typically,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully unfortunate unfortunately,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully usual usually,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully amazing amazingly,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully apparent apparently,syntatic,: gram1-adjective-to-adverb
cheerful cheerfully calm calmly,syntatic,: gram1-adjective-to-adverb
complete completely efficient efficiently,syntatic,: gram1-adjective-to-adverb
complete completely fortunate fortunately,syntatic,: gram1-adjective-to-adverb
complete completely free freely,syntatic,: gram1-adjective-to-adverb
complete completely furious furiously,syntatic,: gram1-adjective-to-adverb
complete completely happy happily,syntatic,: gram1-adjective-to-adverb
complete completely immediate immediately,syntatic,: gram1-adjective-to-adverb
complete completely infrequent infrequently,syntatic,: gram1-adjective-to-adverb
complete completely lucky luckily,syntatic,: gram1-adjective-to-adverb
complete completely most mostly,syntatic,: gram1-adjective-to-adverb
complete completely obvious obviously,syntatic,: gram1-adjective-to-adverb
complete completely occasional occasionally,syntatic,: gram1-adjective-to-adverb
complete completely possible possibly,syntatic,: gram1-adjective-to-adverb
complete completely precise precisely,syntatic,: gram1-adjective-to-adverb
complete completely professional professionally,syntatic,: gram1-adjective-to-adverb
complete completely quick quickly,syntatic,: gram1-adjective-to-adverb
complete completely quiet quietly,syntatic,: gram1-adjective-to-adverb
complete completely rapid rapidly,syntatic,: gram1-adjective-to-adverb
